asset_id,asset_type,room_id,room_name,category,tier,component_id,component_name,component_kind,state_key,priority,prompt
large_tank_t2__warning_stripe_zone__base,component,large_tank_t2,Large Fuel Tank Room,fuel,2,warning_stripe_zone,warning stripe zone,structural,base,p1,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: warning_stripe_zone. Category: Large Fuel Tank Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__automated_pumping_unit__active,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,automated_pumping_unit,Automated Pumping Unit,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Automated Pumping Unit' in 'Large Fuel Tank Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__automated_pumping_unit__cooldown,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,automated_pumping_unit,Automated Pumping Unit,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Automated Pumping Unit' in 'Large Fuel Tank Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__automated_pumping_unit__damaged,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,automated_pumping_unit,Automated Pumping Unit,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Automated Pumping Unit' in 'Large Fuel Tank Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__automated_pumping_unit__depleted,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,automated_pumping_unit,Automated Pumping Unit,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Automated Pumping Unit' in 'Large Fuel Tank Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__automated_pumping_unit__idle,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,automated_pumping_unit,Automated Pumping Unit,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Automated Pumping Unit' in 'Large Fuel Tank Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__frosted_fuel_viewport_large__active,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,frosted_fuel_viewport_large,Large Fuel Viewport,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Large Fuel Viewport' in 'Large Fuel Tank Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__frosted_fuel_viewport_large__cooldown,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,frosted_fuel_viewport_large,Large Fuel Viewport,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Large Fuel Viewport' in 'Large Fuel Tank Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__frosted_fuel_viewport_large__damaged,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,frosted_fuel_viewport_large,Large Fuel Viewport,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Large Fuel Viewport' in 'Large Fuel Tank Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__frosted_fuel_viewport_large__depleted,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,frosted_fuel_viewport_large,Large Fuel Viewport,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Large Fuel Viewport' in 'Large Fuel Tank Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__frosted_fuel_viewport_large__idle,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,frosted_fuel_viewport_large,Large Fuel Viewport,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Large Fuel Viewport' in 'Large Fuel Tank Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__main_fuel_tank__active,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,main_fuel_tank,Main Fuel Tank,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Main Fuel Tank' in 'Large Fuel Tank Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__main_fuel_tank__cooldown,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,main_fuel_tank,Main Fuel Tank,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Main Fuel Tank' in 'Large Fuel Tank Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__main_fuel_tank__damaged,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,main_fuel_tank,Main Fuel Tank,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Main Fuel Tank' in 'Large Fuel Tank Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__main_fuel_tank__depleted,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,main_fuel_tank,Main Fuel Tank,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Main Fuel Tank' in 'Large Fuel Tank Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__main_fuel_tank__idle,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,main_fuel_tank,Main Fuel Tank,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Main Fuel Tank' in 'Large Fuel Tank Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__pressure_readout_cluster__active,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,pressure_readout_cluster,Pressure Readout Cluster,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Pressure Readout Cluster' in 'Large Fuel Tank Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__pressure_readout_cluster__cooldown,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,pressure_readout_cluster,Pressure Readout Cluster,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Pressure Readout Cluster' in 'Large Fuel Tank Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__pressure_readout_cluster__damaged,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,pressure_readout_cluster,Pressure Readout Cluster,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Pressure Readout Cluster' in 'Large Fuel Tank Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__pressure_readout_cluster__depleted,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,pressure_readout_cluster,Pressure Readout Cluster,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Pressure Readout Cluster' in 'Large Fuel Tank Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__pressure_readout_cluster__idle,state_variant,large_tank_t2,Large Fuel Tank Room,fuel,2,pressure_readout_cluster,Pressure Readout Cluster,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Pressure Readout Cluster' in 'Large Fuel Tank Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
large_tank_t2__room_composite__v1,room_composite,large_tank_t2,Large Fuel Tank Room,fuel,2,room_composite,Room Composite,composite,base,p0,"Using the attached style reference, compose one 2:1 spacecraft room tile for 'Large Fuel Tank Room' using these components: heavy_wall_brackets, pump_base_assembly, warning_stripe_zone, main_fuel_tank, automated_pumping_unit, pressure_readout_cluster, frosted_fuel_viewport_large. Keep module shell rectangular with flat top/bottom for stacking. Include only listed components and consistent accent lighting. No text, no labels, no UI, no rocket exterior. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__deployment_control_terminal__base,component,mining_drill_t1,Mining Drill Room,mining,1,deployment_control_terminal,Deployment Control Terminal,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Deployment Control Terminal. Category: Mining Drill Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__drill_bit_exposed__base,component,mining_drill_t1,Mining Drill Room,mining,1,drill_bit_exposed,Exposed Drill Bit,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Exposed Drill Bit. Category: Mining Drill Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__drill_cable_drum__base,component,mining_drill_t1,Mining Drill Room,mining,1,drill_cable_drum,Drill Cable Drum,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Drill Cable Drum. Category: Mining Drill Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__drill_mount_frame__base,component,mining_drill_t1,Mining Drill Room,mining,1,drill_mount_frame,drill mount frame,structural,base,p1,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: drill_mount_frame. Category: Mining Drill Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__floor_dampener_pads__base,component,mining_drill_t1,Mining Drill Room,mining,1,floor_dampener_pads,floor dampener pads,structural,base,p1,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: floor_dampener_pads. Category: Mining Drill Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__floor_deployment_hatch__base,component,mining_drill_t1,Mining Drill Room,mining,1,floor_deployment_hatch,Floor Deployment Hatch,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Floor Deployment Hatch. Category: Mining Drill Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__folded_drill_arm__base,component,mining_drill_t1,Mining Drill Room,mining,1,folded_drill_arm,Folded Drill Arm,interactive,base,p0,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: Folded Drill Arm. Category: Mining Drill Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__hatch_seam_lines__base,component,mining_drill_t1,Mining Drill Room,mining,1,hatch_seam_lines,hatch seam lines,structural,base,p1,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: hatch_seam_lines. Category: Mining Drill Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__deployment_control_terminal__active,state_variant,mining_drill_t1,Mining Drill Room,mining,1,deployment_control_terminal,Deployment Control Terminal,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Deployment Control Terminal' in 'Mining Drill Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__deployment_control_terminal__cooldown,state_variant,mining_drill_t1,Mining Drill Room,mining,1,deployment_control_terminal,Deployment Control Terminal,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Deployment Control Terminal' in 'Mining Drill Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__deployment_control_terminal__damaged,state_variant,mining_drill_t1,Mining Drill Room,mining,1,deployment_control_terminal,Deployment Control Terminal,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Deployment Control Terminal' in 'Mining Drill Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__deployment_control_terminal__depleted,state_variant,mining_drill_t1,Mining Drill Room,mining,1,deployment_control_terminal,Deployment Control Terminal,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Deployment Control Terminal' in 'Mining Drill Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__deployment_control_terminal__idle,state_variant,mining_drill_t1,Mining Drill Room,mining,1,deployment_control_terminal,Deployment Control Terminal,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Deployment Control Terminal' in 'Mining Drill Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__drill_bit_exposed__active,state_variant,mining_drill_t1,Mining Drill Room,mining,1,drill_bit_exposed,Exposed Drill Bit,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Exposed Drill Bit' in 'Mining Drill Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__drill_bit_exposed__cooldown,state_variant,mining_drill_t1,Mining Drill Room,mining,1,drill_bit_exposed,Exposed Drill Bit,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Exposed Drill Bit' in 'Mining Drill Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__drill_bit_exposed__damaged,state_variant,mining_drill_t1,Mining Drill Room,mining,1,drill_bit_exposed,Exposed Drill Bit,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Exposed Drill Bit' in 'Mining Drill Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__drill_bit_exposed__depleted,state_variant,mining_drill_t1,Mining Drill Room,mining,1,drill_bit_exposed,Exposed Drill Bit,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Exposed Drill Bit' in 'Mining Drill Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__drill_bit_exposed__idle,state_variant,mining_drill_t1,Mining Drill Room,mining,1,drill_bit_exposed,Exposed Drill Bit,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Exposed Drill Bit' in 'Mining Drill Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__drill_cable_drum__active,state_variant,mining_drill_t1,Mining Drill Room,mining,1,drill_cable_drum,Drill Cable Drum,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Drill Cable Drum' in 'Mining Drill Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__drill_cable_drum__cooldown,state_variant,mining_drill_t1,Mining Drill Room,mining,1,drill_cable_drum,Drill Cable Drum,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Drill Cable Drum' in 'Mining Drill Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__drill_cable_drum__damaged,state_variant,mining_drill_t1,Mining Drill Room,mining,1,drill_cable_drum,Drill Cable Drum,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Drill Cable Drum' in 'Mining Drill Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__drill_cable_drum__depleted,state_variant,mining_drill_t1,Mining Drill Room,mining,1,drill_cable_drum,Drill Cable Drum,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Drill Cable Drum' in 'Mining Drill Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__drill_cable_drum__idle,state_variant,mining_drill_t1,Mining Drill Room,mining,1,drill_cable_drum,Drill Cable Drum,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Drill Cable Drum' in 'Mining Drill Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__floor_deployment_hatch__active,state_variant,mining_drill_t1,Mining Drill Room,mining,1,floor_deployment_hatch,Floor Deployment Hatch,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Floor Deployment Hatch' in 'Mining Drill Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__floor_deployment_hatch__cooldown,state_variant,mining_drill_t1,Mining Drill Room,mining,1,floor_deployment_hatch,Floor Deployment Hatch,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Floor Deployment Hatch' in 'Mining Drill Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__floor_deployment_hatch__damaged,state_variant,mining_drill_t1,Mining Drill Room,mining,1,floor_deployment_hatch,Floor Deployment Hatch,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Floor Deployment Hatch' in 'Mining Drill Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__floor_deployment_hatch__depleted,state_variant,mining_drill_t1,Mining Drill Room,mining,1,floor_deployment_hatch,Floor Deployment Hatch,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Floor Deployment Hatch' in 'Mining Drill Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__floor_deployment_hatch__idle,state_variant,mining_drill_t1,Mining Drill Room,mining,1,floor_deployment_hatch,Floor Deployment Hatch,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Floor Deployment Hatch' in 'Mining Drill Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__folded_drill_arm__active,state_variant,mining_drill_t1,Mining Drill Room,mining,1,folded_drill_arm,Folded Drill Arm,interactive,active,p1,"Using the attached style reference and matching the base component exactly, create state variant 'active' for component 'Folded Drill Arm' in 'Mining Drill Room'. Change only state cues: brighter active glow, subtle motion/energy cues, engaged indicators. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__folded_drill_arm__cooldown,state_variant,mining_drill_t1,Mining Drill Room,mining,1,folded_drill_arm,Folded Drill Arm,interactive,cooldown,p1,"Using the attached style reference and matching the base component exactly, create state variant 'cooldown' for component 'Folded Drill Arm' in 'Mining Drill Room'. Change only state cues: reduced glow with cooling/venting cues and amber warning flicker. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__folded_drill_arm__damaged,state_variant,mining_drill_t1,Mining Drill Room,mining,1,folded_drill_arm,Folded Drill Arm,interactive,damaged,p1,"Using the attached style reference and matching the base component exactly, create state variant 'damaged' for component 'Folded Drill Arm' in 'Mining Drill Room'. Change only state cues: visible wear, sparks or cracks, warning lights and degraded output. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__folded_drill_arm__depleted,state_variant,mining_drill_t1,Mining Drill Room,mining,1,folded_drill_arm,Folded Drill Arm,interactive,depleted,p1,"Using the attached style reference and matching the base component exactly, create state variant 'depleted' for component 'Folded Drill Arm' in 'Mining Drill Room'. Change only state cues: minimal or no glow, offline indicators, depleted resource cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__folded_drill_arm__idle,state_variant,mining_drill_t1,Mining Drill Room,mining,1,folded_drill_arm,Folded Drill Arm,interactive,idle,p1,"Using the attached style reference and matching the base component exactly, create state variant 'idle' for component 'Folded Drill Arm' in 'Mining Drill Room'. Change only state cues: stable indicator lights, neutral glow, no motion cues. Preserve camera, scale, line weight, material details. No text, no labels, no UI. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
mining_drill_t1__room_composite__v1,room_composite,mining_drill_t1,Mining Drill Room,mining,1,room_composite,Room Composite,composite,base,p0,"Using the attached style reference, compose one 2:1 spacecraft room tile for 'Mining Drill Room' using these components: drill_mount_frame, floor_dampener_pads, hatch_seam_lines, folded_drill_arm, drill_bit_exposed, drill_cable_drum, deployment_control_terminal, floor_deployment_hatch. Keep module shell rectangular with flat top/bottom for stacking. Include only listed components and consistent accent lighting. No text, no labels, no UI, no rocket exterior. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
sample_lab_t2__central_workbench__base,component,sample_lab_t2,Sample Analysis Lab Room,science,2,central_workbench,central workbench,structural,base,p1,"Using the attached style reference, create a single isolated room component sprite for a spacecraft dollhouse interior system. Component: central_workbench. Category: Sample Analysis Lab Room. Side-view cross-section, clean cutout silhouette, no text, no labels, no UI, no characters. Designed for 2:1 room tile composition. match this style exactly; side-view cutaway module language; no text/no labels/no UI; consistent line weight and colour temperature with reference."
